@relation incendios

@attribute 'mediasR' numeric
@attribute 'mediasG' numeric
@attribute 'mediasB' numeric
@attribute 'desvStdR' numeric
@attribute 'desvStdG' numeric
@attribute 'desvStdB' numeric
@attribute 'entropiasR' numeric
@attribute 'entropiasG' numeric
@attribute 'entropiasB' numeric
@attribute 'modaBN' numeric
@attribute 'rangosContrasteR' numeric
@attribute 'rangosContrasteG' numeric
@attribute 'rangosContrasteB' numeric
@attribute 'pendienteOscuridad' numeric
@attribute 'pendienteBrillo' numeric
@attribute 'brilloLimpia' numeric
@attribute 'coeficientesCorrelacionR' numeric
@attribute 'coeficientesCorrelacionG' numeric
@attribute 'coeficientesCorrelacionB' numeric
@attribute 'factorContraste' numeric
@attribute 'anisotropiasR' numeric
@attribute 'anisotropiasG' numeric
@attribute 'anisotropiasB' numeric


@attribute 'class' {nada,humo,fuego}
@data
119.589,52.839,14.760,84.922,63.981,20.112,7.205,6.381,5.008,0,490,444,246,7.200,0.450,20,1.000,8.000,8.000,0.969,0.327,0.209,0.147,fuego
119.890,45.592,8.894,86.656,47.751,13.587,7.502,6.114,4.288,0,504,340,244,10.818,0.488,17,0.000,3.000,18.000,0.988,0.477,0.470,0.104,humo
67.147,22.345,6.996,66.512,32.943,11.826,6.993,5.230,4.050,0,488,294,238,26.429,0.754,10,4.000,9.000,20.000,1.000,0.414,0.382,0.215,nada
38.523,9.184,5.439,37.326,16.958,9.378,6.540,4.271,3.794,0,468,306,200,29.500,0.827,8,0.000,13.000,19.000,1.000,0.360,0.181,0.245,nada
167.287,83.398,24.521,11.520,7.895,1.526,5.296,4.855,2.645,1,88,62,20,1.956,1.067,91,4.000,6.000,125.000,0.154,0.443,0.456,0.378,humo
163.419,80.268,25.095,12.027,7.793,1.595,5.406,4.775,2.685,1,116,72,24,2.223,1.298,92,3.000,6.000,104.000,0.195,0.431,0.445,0.392,humo
156.767,76.035,24.991,26.180,14.946,4.339,6.456,5.679,3.812,1,210,118,46,1.330,0.858,93,0.000,2.000,76.000,0.399,0.424,0.424,0.317,humo
131.319,60.910,17.704,39.501,20.658,6.819,7.041,6.156,4.601,1,282,150,52,1.511,0.324,71,0.000,3.000,9.000,0.585,0.439,0.440,0.415,humo
87.629,36.584,8.214,34.338,14.183,2.819,6.558,5.429,3.326,1,260,134,42,8.643,1.066,32,1.000,3.000,36.000,0.583,0.478,0.470,0.065,humo
65.980,26.134,5.961,16.959,5.398,1.546,5.510,4.294,2.664,0,130,58,18,12.154,1.380,27,3.000,13.000,139.000,0.403,0.470,0.463,0.397,humo
55.799,21.475,6.147,12.731,3.870,1.548,4.902,3.783,2.642,0,90,38,16,21.348,2.116,24,39.000,24.000,228.000,0.344,0.486,0.430,0.062,humo
45.298,17.211,5.613,6.742,1.483,1.251,4.063,2.498,2.330,0,74,18,14,29.619,2.658,22,12.000,112.000,214.000,0.283,0.474,0.322,0.476,nada
39.116,15.797,4.843,1.546,0.676,0.819,2.143,1.445,1.696,0,18,6,10,86.842,6.992,19,165.000,804.000,523.000,0.100,0.490,0.488,0.453,nada
34.852,14.391,5.280,4.480,2.206,1.255,2.837,2.261,2.183,0,64,28,18,70.278,5.338,18,37.000,105.000,411.000,0.667,0.484,0.487,0.500,nada
207.287,109.670,28.172,16.539,12.642,4.174,5.567,5.105,3.998,1,110,88,38,2.146,1.454,107,3.000,81.000,36.000,0.155,0.464,0.467,0.379,humo
192.703,97.073,22.947,10.841,7.242,1.948,5.201,4.591,2.971,1,110,80,34,3.505,2.299,101,4.000,9.000,53.000,0.156,0.470,0.459,0.378,humo
197.409,102.897,28.207,6.653,6.151,2.805,4.637,4.573,3.498,1,66,58,30,1.927,1.462,109,7.000,8.000,59.000,0.111,0.486,0.462,0.058,humo
216.890,121.070,36.136,15.029,13.525,4.873,5.838,5.732,4.269,2,140,132,56,0.918,0.842,124,2.000,3.000,17.000,0.218,0.446,0.435,0.348,humo
205.867,112.732,28.725,33.494,28.666,13.597,6.854,6.666,5.499,1,278,222,98,0.423,0.531,121,0.000,0.000,2.000,0.462,0.445,0.454,0.455,humo
154.428,76.416,12.708,39.909,26.620,6.708,7.117,6.526,4.470,1,294,204,58,1.289,0.276,81,0.000,0.000,11.000,0.529,0.429,0.441,0.442,humo
94.499,41.517,7.020,17.313,9.533,2.253,5.824,5.028,3.198,1,180,112,28,4.317,0.827,44,1.000,18.000,66.000,0.441,0.462,0.461,0.385,humo
69.643,27.121,5.955,6.815,5.102,1.706,4.705,4.275,2.802,0,86,50,18,9.758,1.450,34,14.000,26.000,114.000,0.314,0.465,0.455,0.200,humo
53.147,18.846,5.812,7.032,3.564,1.358,4.606,3.562,2.468,0,58,32,12,12.667,1.500,26,19.000,124.000,169.000,0.306,0.426,0.451,0.033,nada
39.920,15.186,4.882,3.101,1.078,1.204,3.182,2.035,2.289,0,24,12,12,57.421,4.623,19,694.000,328.000,251.000,0.171,0.469,0.446,0.464,nada
250.027,148.084,34.126,5.280,6.502,3.185,3.763,4.664,3.404,2,46,66,36,2.429,3.306,145,26.000,13.000,35.000,0.074,0.372,0.400,0.427,humo
239.218,136.730,28.996,12.646,13.453,4.358,5.252,5.584,3.822,2,98,112,46,1.500,2.009,139,4.000,2.000,61.000,0.153,0.427,0.428,0.223,humo
226.566,124.747,27.229,11.028,9.739,2.465,5.396,5.207,3.305,2,96,82,28,1.605,1.519,126,5.000,7.000,55.000,0.123,0.435,0.438,0.355,humo
246.836,153.166,39.072,8.730,18.556,9.106,4.222,6.053,5.183,2,68,160,88,0.946,0.984,146,19.000,1.000,4.000,0.158,0.438,0.471,0.432,humo
253.324,197.014,71.367,2.271,26.888,27.135,2.506,6.631,6.248,2,36,220,260,0.682,1.092,169,53.000,0.000,1.000,0.239,0.341,0.445,0.467,humo
221.343,143.785,45.955,26.992,40.860,29.403,6.180,7.075,6.186,2,190,344,314,0.408,0.424,129,2.000,0.000,8.000,0.456,0.478,0.486,0.481,humo
128.485,62.061,13.851,21.891,13.504,3.485,6.272,5.536,3.791,1,178,124,50,2.214,0.623,64,3.000,8.000,28.000,0.420,0.427,0.460,0.253,humo
82.355,36.914,10.061,8.686,4.601,2.378,5.051,4.180,3.206,1,80,46,46,6.293,1.206,42,4.000,18.000,77.000,0.250,0.487,0.391,0.391,humo
58.552,25.765,8.605,6.993,4.264,2.450,4.515,3.872,3.142,0,102,78,52,11.833,1.578,31,7.000,14.000,30.000,0.720,0.480,0.463,0.424,nada
44.492,18.281,7.368,8.622,4.277,2.830,3.996,3.643,3.381,0,108,62,42,19.826,1.966,24,12.000,32.000,33.000,0.944,0.498,0.494,0.494,nada
249.577,144.562,22.020,6.416,14.769,4.717,3.796,5.818,4.187,2,56,152,64,1.103,1.455,140,26.000,4.000,21.000,0.136,0.489,0.493,0.453,humo
253.610,154.099,27.994,1.509,6.353,4.151,2.307,4.412,4.014,2,18,88,44,3.448,4.545,145,124.000,11.000,38.000,0.065,0.405,0.386,0.305,humo
245.272,142.370,27.506,6.026,5.857,2.613,4.427,4.422,3.302,2,58,62,44,3.282,4.124,140,16.000,12.000,52.000,0.093,0.485,0.496,0.380,humo
213.630,112.645,16.075,20.074,21.095,8.229,6.177,6.250,4.863,1,182,264,168,0.882,0.772,114,1.000,1.000,7.000,0.405,0.365,0.316,0.243,humo
190.536,125.087,45.517,57.804,78.938,64.092,6.702,7.397,6.227,1,364,482,480,1.026,0.185,84,2.000,0.000,5.000,0.791,0.322,0.299,0.305,fuego
148.188,100.175,53.874,84.185,93.186,74.493,6.590,6.948,6.288,2,428,510,510,4.000,0.397,33,1.000,0.000,3.000,0.881,0.187,0.115,0.172,fuego
59.469,21.144,5.675,40.046,22.084,5.743,6.692,5.488,3.971,0,476,298,112,11.357,0.660,17,0.000,2.000,12.000,0.919,0.412,0.404,0.160,humo
24.145,8.792,3.426,21.708,10.927,4.930,5.456,3.857,3.305,0,184,94,66,91.500,1.458,6,25.000,14.000,39.000,0.964,0.460,0.453,0.401,nada
11.712,4.508,2.027,11.525,5.606,3.492,3.802,3.021,2.570,0,132,82,62,348.667,4.151,3,134.000,33.000,37.000,0.957,0.448,0.419,0.453,nada
8.047,3.508,1.341,5.790,2.479,1.989,3.100,2.382,2.081,0,100,56,42,459.000,5.468,3,38.000,98.000,52.000,1.000,0.452,0.412,0.403,nada
235.053,119.211,11.799,8.635,14.506,2.928,4.846,5.265,3.480,2,66,190,66,3.026,2.486,118,37.000,4.000,30.000,0.187,0.450,0.465,0.379,humo
252.193,150.738,17.927,3.461,10.647,6.617,3.128,5.230,4.466,2,76,218,224,2.057,2.544,140,23.000,5.000,19.000,0.256,0.096,0.392,0.352,humo
245.657,141.939,23.008,8.583,9.025,2.743,4.562,5.064,3.462,2,62,76,40,2.217,2.830,139,11.000,4.000,50.000,0.094,0.394,0.394,0.362,humo
211.253,108.350,16.313,13.309,12.464,4.526,5.624,5.534,4.173,1,124,114,50,1.819,1.273,109,2.000,7.000,13.000,0.188,0.487,0.478,0.345,humo
157.759,67.264,5.045,23.067,14.378,3.079,6.455,5.768,3.528,1,234,152,50,1.349,0.443,75,0.000,3.000,30.000,0.450,0.445,0.451,0.438,humo
95.076,32.956,3.618,23.402,10.427,2.106,6.273,5.123,3.068,1,194,88,24,3.212,0.823,49,1.000,22.000,70.000,0.595,0.443,0.445,0.358,humo
32.634,7.499,3.155,11.416,3.914,2.189,5.333,3.829,3.047,0,180,64,26,24.083,1.189,13,8.000,16.000,57.000,0.872,0.386,0.391,0.274,nada
13.587,4.033,1.690,4.899,2.043,1.953,4.132,2.928,2.530,0,66,34,28,147.500,2.351,6,10.000,61.000,71.000,0.840,0.378,0.305,0.327,nada
6.648,1.854,0.761,4.096,1.386,1.072,3.503,2.393,1.707,0,50,16,16,312.333,3.718,3,29.000,133.000,203.000,0.867,0.410,0.470,0.336,nada
6.185,2.645,1.081,2.062,1.190,0.983,2.833,2.271,1.842,0,28,14,14,359.333,4.278,3,62.000,226.000,136.000,0.800,0.274,0.017,0.150,nada
189.480,84.442,16.718,33.649,19.722,6.000,6.572,5.815,4.496,1,238,154,70,1.429,0.793,90,3.000,5.000,16.000,0.337,0.391,0.357,0.344,humo
211.617,107.795,9.463,43.294,38.220,8.295,5.847,6.508,4.569,1,278,320,244,1.290,1.521,116,3.000,0.000,9.000,0.577,0.477,0.466,0.424,humo
199.833,95.964,6.203,44.513,38.238,5.288,6.636,6.724,4.075,1,362,306,76,1.372,0.605,106,1.000,1.000,18.000,0.684,0.470,0.452,0.412,humo
207.418,100.445,7.884,23.423,20.043,5.393,6.373,6.105,4.281,1,268,230,64,1.627,1.234,109,0.000,1.000,14.000,0.465,0.488,0.482,0.413,humo
179.528,79.633,4.080,23.137,17.950,3.407,6.338,6.026,3.498,1,298,244,54,1.558,0.793,88,1.000,2.000,22.000,0.575,0.466,0.474,0.126,humo
183.669,90.209,5.384,41.158,36.175,7.711,7.097,6.932,3.885,1,302,306,116,1.033,0.325,84,0.000,3.000,15.000,0.546,0.460,0.465,0.485,humo
104.093,43.912,6.584,76.403,49.077,9.720,7.403,6.506,4.050,0,478,366,104,10.083,0.498,17,0.000,1.000,13.000,0.940,0.481,0.494,0.472,fuego
22.859,4.831,2.754,16.872,4.680,3.242,5.425,3.453,3.087,0,318,108,68,32.750,1.061,9,2.000,29.000,48.000,0.975,0.371,0.241,0.131,nada
7.770,2.170,0.773,3.713,1.577,1.222,3.501,2.525,1.732,0,42,22,18,425.000,3.360,3,42.000,83.000,204.000,0.857,0.368,0.045,0.296,nada
4.653,1.597,0.564,1.994,1.098,0.803,2.809,2.120,1.444,0,16,10,8,1180.000,4.646,2,70.000,312.000,404.000,0.714,0.335,0.365,0.339,nada
164.196,74.626,19.297,21.613,15.328,6.121,6.185,5.611,4.491,1,252,238,224,2.351,1.017,80,4.000,9.000,10.000,0.500,0.460,0.476,0.434,humo
154.839,67.180,21.498,20.013,13.438,6.176,5.972,5.460,4.411,1,186,142,112,2.654,1.169,78,4.000,10.000,28.000,0.381,0.472,0.451,0.417,humo
135.945,50.723,9.080,29.988,18.604,7.832,6.774,6.117,4.579,1,306,230,134,1.860,0.377,64,1.000,3.000,9.000,0.686,0.439,0.429,0.445,humo
141.619,46.342,5.705,19.350,12.668,7.994,6.236,5.549,3.919,1,358,374,294,1.877,0.642,64,1.000,2.000,27.000,0.760,0.275,0.165,0.192,humo
158.082,55.561,5.742,32.764,23.740,8.249,6.918,6.364,3.890,1,350,318,148,1.444,0.388,68,1.000,2.000,21.000,0.716,0.461,0.419,0.217,humo
198.323,104.444,26.960,48.092,55.893,32.931,6.898,7.689,5.714,1,376,510,438,0.356,0.245,109,1.000,0.000,7.000,0.831,0.083,0.095,0.108,fuego
232.111,165.043,40.838,29.033,55.004,40.587,5.457,7.620,6.504,2,304,498,444,0.290,0.342,149,4.000,0.000,2.000,0.736,0.261,0.319,0.370,fuego
150.993,65.470,10.828,71.106,53.909,13.838,7.639,7.313,4.539,1,482,460,210,4.667,0.171,63,0.000,0.000,17.000,0.944,0.406,0.414,0.273,fuego
29.291,7.405,3.158,32.755,10.778,5.756,5.333,3.835,3.129,0,400,204,114,115.400,2.316,5,6.000,18.000,31.000,1.000,0.489,0.392,0.483,nada
8.385,2.903,1.021,6.274,1.580,1.769,3.191,2.199,1.941,0,92,40,46,406.000,4.837,3,36.000,96.000,88.000,1.000,0.437,0.223,0.232,nada
240.921,145.070,36.025,13.018,17.215,8.453,5.124,6.036,4.984,2,104,160,114,0.727,0.929,143,7.000,3.000,4.000,0.204,0.380,0.409,0.401,humo
233.360,137.435,35.391,23.442,27.839,11.480,5.461,6.570,5.359,2,176,220,104,0.963,1.649,146,5.000,0.000,4.000,0.323,0.410,0.432,0.445,humo
187.454,90.739,14.587,47.357,38.861,12.641,7.203,7.076,5.171,1,364,312,96,0.614,0.297,95,0.000,0.000,7.000,0.713,0.459,0.458,0.435,humo
148.184,55.695,6.449,42.673,30.081,9.065,7.325,6.725,3.987,1,414,356,280,1.085,0.418,69,0.000,1.000,21.000,0.845,0.202,0.182,0.176,humo
201.472,94.263,16.514,39.283,46.670,22.710,6.860,7.438,5.130,1,330,510,394,0.525,0.240,100,1.000,0.000,9.000,0.774,0.241,0.266,0.041,humo
236.130,162.964,49.263,20.624,56.256,67.927,5.373,7.472,6.465,2,214,438,510,0.326,0.367,136,5.000,0.000,6.000,0.597,0.395,0.461,0.436,fuego
239.096,191.295,71.838,21.776,55.767,66.327,4.953,7.214,7.295,2,328,504,510,0.212,0.323,165,5.000,0.000,1.000,0.783,0.011,0.356,0.458,fuego
217.105,140.170,27.249,44.559,68.272,28.432,6.153,7.836,5.806,2,378,510,348,0.258,0.400,137,3.000,0.000,6.000,0.802,0.357,0.329,0.548,fuego
102.666,32.614,10.553,57.634,35.213,13.404,7.561,6.404,4.486,1,494,402,188,3.444,0.262,33,0.000,1.000,17.000,0.965,0.382,0.299,0.249,humo
16.336,4.007,1.531,12.488,2.525,2.474,4.756,2.820,2.407,0,132,64,54,254.000,3.024,4,8.000,66.000,71.000,0.952,0.468,0.359,0.367,nada
231.999,133.822,16.314,17.528,28.691,18.364,5.692,6.640,5.323,2,232,444,262,0.920,0.732,123,2.000,0.000,6.000,0.560,0.239,0.360,0.231,humo
233.805,147.068,34.287,39.048,43.663,18.210,4.809,6.593,5.392,2,394,490,266,1.344,2.263,154,3.000,0.000,3.000,0.830,0.499,0.490,0.477,humo
237.831,143.251,23.817,38.606,34.700,14.458,4.750,6.236,5.616,2,450,406,148,0.987,1.410,144,2.000,0.000,3.000,0.888,0.475,0.469,0.398,humo
228.201,144.840,28.253,45.056,51.264,21.447,5.425,7.352,5.874,2,448,468,258,0.553,0.947,150,2.000,0.000,4.000,0.899,0.466,0.429,0.382,humo
212.163,143.713,40.881,59.157,67.341,40.473,6.157,7.689,6.469,2,484,510,476,0.291,0.322,146,2.000,2.000,3.000,0.930,0.436,0.410,0.417,fuego
226.533,162.826,60.184,39.688,65.484,69.582,5.658,7.628,6.853,2,382,510,510,0.360,0.412,144,3.000,0.000,3.000,0.847,0.377,0.393,0.390,fuego
177.131,94.724,29.955,60.921,75.309,54.388,7.088,7.623,5.453,1,394,510,510,0.625,0.176,74,1.000,0.000,10.000,0.861,0.371,0.287,0.269,fuego
122.166,35.229,10.206,48.888,25.489,13.271,7.530,6.458,4.414,1,486,264,172,1.595,0.271,51,0.000,0.000,17.000,0.949,0.255,0.203,0.194,fuego
51.364,8.625,5.241,18.989,6.985,6.130,6.237,4.518,3.854,0,258,98,88,7.588,0.542,19,1.000,7.000,24.000,0.895,0.285,0.495,1.024,humo
31.933,5.730,3.168,14.505,3.120,2.692,5.802,3.620,3.192,0,152,42,40,16.545,0.746,13,2.000,24.000,39.000,0.895,0.412,0.255,0.313,nada
211.052,121.474,17.476,48.056,52.700,20.887,6.625,7.632,5.260,2,470,494,268,0.323,0.305,120,1.000,0.000,10.000,0.944,0.377,0.407,0.249,fuego
152.204,69.805,14.547,67.966,51.705,20.335,7.754,7.252,4.811,1,510,464,282,0.370,0.272,81,0.000,1.000,14.000,0.990,0.404,0.394,0.242,fuego
88.093,43.028,15.670,78.823,63.349,21.997,7.358,6.163,4.835,0,510,500,278,10.889,0.402,15,1.000,5.000,9.000,1.000,0.346,0.354,0.357,nada
80.447,43.646,17.145,84.916,71.259,28.016,7.062,5.845,4.842,0,510,510,296,21.000,0.625,8,1.000,6.000,9.000,1.000,0.326,0.376,0.424,nada
97.532,57.862,24.974,90.090,80.134,37.221,7.074,6.275,5.223,0,510,510,454,10.231,0.583,12,1.000,6.000,7.000,1.000,0.004,0.837,1.514,fuego
62.374,19.224,10.558,54.829,32.246,21.133,6.989,5.260,4.307,0,500,474,444,22.571,0.637,12,4.000,5.000,13.000,0.992,0.402,0.315,0.187,nada
51.959,11.007,6.732,38.190,18.466,12.535,6.560,4.647,4.019,0,484,432,354,32.000,1.036,12,1.000,7.000,23.000,0.953,0.274,0.059,0.242,nada
31.705,7.204,4.286,34.451,14.366,8.786,5.552,3.698,3.399,0,498,282,178,47.250,1.530,8,37.000,20.000,27.000,0.963,0.450,0.406,0.425,nada
15.091,3.838,1.952,9.637,2.337,2.431,4.658,2.995,2.698,0,126,44,42,162.000,2.582,4,8.000,46.000,42.000,0.889,0.436,0.087,0.267,nada
6.541,2.601,0.966,3.450,1.348,1.234,3.463,2.388,1.920,0,58,24,18,267.333,3.190,3,160.000,160.000,131.000,1.000,0.424,0.367,0.362,nada
104.764,35.751,6.042,10.378,3.443,2.287,5.202,3.709,3.194,1,110,58,32,46.347,11.024,49,70.000,188.000,472.000,0.302,0.614,0.805,0.285,humo
134.031,47.067,5.131,8.818,3.570,2.232,5.078,3.845,3.181,1,106,46,36,38.603,12.667,62,40.000,231.000,288.000,0.209,1.750,1.028,0.117,humo
163.689,57.634,7.539,8.820,4.300,2.742,5.047,4.101,3.483,1,100,60,46,30.575,12.264,75,37.000,192.000,208.000,0.205,19.760,3.387,0.136,humo
170.772,62.406,7.706,8.914,5.320,2.740,5.067,4.310,3.460,1,88,62,40,30.000,13.466,79,73.000,135.000,229.000,0.164,1.356,0.209,0.330,humo
158.836,59.102,8.630,4.926,3.059,2.490,4.102,3.623,3.356,1,88,52,38,55.307,23.044,75,180.000,267.000,328.000,0.166,0.399,0.325,0.312,humo
142.859,52.876,6.885,7.287,3.832,2.783,4.722,3.811,3.451,1,92,58,38,48.169,16.479,66,59.000,333.000,251.000,0.200,6.888,5.948,1.558,humo
144.273,55.951,7.947,11.632,5.676,3.170,5.375,4.433,3.692,1,100,54,44,19.460,6.385,68,78.000,96.000,169.000,0.217,22.075,3.613,1.553,humo
107.284,37.939,5.743,11.001,5.658,2.999,5.383,4.346,3.582,1,118,68,42,39.149,8.846,49,54.000,156.000,251.000,0.308,3.165,2.358,0.746,humo
111.684,37.288,5.529,7.139,3.067,2.236,4.707,3.582,3.144,1,94,74,62,40.245,10.559,51,45.000,340.000,305.000,0.316,17.809,0.555,0.102,humo
112.701,36.712,4.612,8.567,4.141,2.072,5.041,3.833,3.052,1,98,54,34,50.388,11.985,50,52.000,454.000,356.000,0.259,32.856,11.047,0.705,humo
115.067,40.750,7.064,11.683,4.400,2.499,5.348,3.997,3.336,1,120,56,46,36.943,9.693,53,22.000,138.000,268.000,0.288,0.094,0.282,0.144,humo
150.415,53.135,7.228,16.421,7.443,3.287,5.252,4.237,3.704,1,258,150,58,24.063,7.896,69,60.000,174.000,124.000,0.401,1.511,0.714,1.193,humo
177.417,65.084,8.639,9.858,5.288,2.802,5.244,4.355,3.524,1,112,68,44,25.429,12.491,84,42.000,113.000,238.000,0.193,0.429,2.200,0.201,humo
196.749,78.050,10.699,13.256,9.444,4.133,5.613,5.155,4.078,1,120,84,58,11.438,6.906,94,30.000,58.000,145.000,0.196,20.440,14.422,0.048,humo
172.864,67.968,10.901,15.974,10.188,3.728,5.760,5.052,3.903,1,168,110,72,19.240,8.017,81,64.000,25.000,129.000,0.278,7.684,3.648,0.152,humo
163.886,65.321,10.502,18.793,11.521,4.309,6.164,5.349,4.134,1,176,108,60,14.437,5.571,77,9.000,26.000,115.000,0.321,0.259,0.094,0.164,humo
169.502,70.282,12.399,17.838,10.585,3.887,5.994,5.247,3.983,1,156,102,52,14.525,6.640,81,29.000,74.000,149.000,0.287,1.258,2.537,0.040,humo
160.321,66.308,11.094,25.015,14.719,4.570,6.449,5.700,4.224,1,216,138,60,9.462,4.169,78,18.000,19.000,106.000,0.414,94.721,131.256,10.684,humo
148.617,56.017,8.391,25.660,13.616,4.104,6.441,5.637,4.036,1,210,122,56,16.750,4.714,70,33.000,16.000,118.000,0.419,59.895,65.400,1.748,humo
151.062,54.272,7.180,14.800,8.678,3.164,5.814,5.113,3.683,1,142,98,50,15.973,6.530,71,24.000,39.000,174.000,0.314,26.949,11.689,3.913,humo
136.916,56.911,12.199,35.218,40.578,18.247,6.112,5.084,4.279,1,332,450,362,26.518,7.462,59,20.000,104.000,24.000,0.701,4.402,1.979,0.347,humo
171.064,64.429,10.184,20.132,11.482,4.021,5.945,5.124,3.944,1,226,218,70,18.329,7.782,77,64.000,19.000,96.000,0.384,2.133,1.556,0.170,humo
204.233,93.394,17.706,42.605,39.813,17.414,6.493,6.418,5.035,1,494,510,314,10.438,6.302,102,4.000,5.000,14.000,0.965,7.463,3.243,3.417,humo
162.681,67.633,14.489,81.966,39.815,9.717,7.140,6.363,5.000,1,496,268,158,10.330,8.486,114,3.000,23.000,26.000,0.973,199.138,78.233,1.125,humo
144.452,57.235,11.351,68.161,30.604,7.561,6.934,6.178,4.753,1,466,244,118,6.906,4.170,93,3.000,21.000,24.000,0.956,83.426,24.296,1.178,humo
198.296,84.813,14.906,17.757,14.264,5.823,6.119,5.774,4.563,1,190,138,70,7.086,4.068,98,10.000,20.000,69.000,0.320,2.522,2.763,0.273,humo
209.549,97.002,19.558,13.662,9.451,3.539,5.650,5.161,3.861,1,136,98,48,12.292,8.745,107,24.000,60.000,176.000,0.207,11.476,11.374,2.885,humo
218.942,103.355,19.397,6.268,4.762,2.870,4.578,4.222,3.564,1,86,72,42,19.982,16.156,114,57.000,167.000,257.000,0.131,5.755,3.187,0.594,humo
212.222,93.157,15.200,13.923,9.513,3.329,5.738,5.232,3.772,1,142,114,62,14.617,10.568,107,26.000,49.000,170.000,0.244,27.801,19.198,2.358,humo
200.674,83.065,13.883,12.300,8.112,3.059,5.539,4.861,3.620,1,144,102,46,16.693,10.948,101,25.000,54.000,340.000,0.247,17.158,17.675,1.812,humo
175.293,83.607,19.764,42.062,49.319,22.089,6.681,6.422,5.306,1,296,432,364,9.205,4.056,76,6.000,60.000,11.000,0.631,0.401,0.030,0.230,fuego
210.820,103.715,22.738,26.771,44.488,20.269,6.356,6.756,5.403,1,222,400,320,6.990,4.220,99,10.000,22.000,12.000,0.521,4.357,7.846,0.039,fuego
223.155,131.077,37.792,54.058,60.954,36.864,5.789,7.479,6.386,2,488,510,450,4.905,6.785,136,13.000,3.000,3.000,0.944,0.030,36.854,158.197,fuego
52.755,18.001,8.269,42.947,19.648,10.532,6.593,5.146,4.506,0,508,296,186,85.929,4.992,16,19.000,13.000,52.000,0.962,0.072,0.225,0.198,nada
90.764,36.152,10.715,76.488,39.872,11.057,7.237,6.041,4.878,0,504,292,214,45.063,3.017,21,1.000,7.000,43.000,0.987,0.900,0.628,1.657,nada
227.861,107.199,20.301,17.339,16.434,7.144,5.954,5.997,4.860,1,156,184,96,4.418,4.053,118,7.000,21.000,48.000,0.289,0.443,0.123,0.628,humo
242.671,128.104,27.681,6.795,17.752,8.372,4.447,5.444,4.578,2,62,188,122,18.527,18.968,128,128.000,18.000,163.000,0.199,11.610,3.669,0.126,humo
238.086,115.154,21.083,9.298,8.299,3.611,5.070,4.973,3.816,2,76,80,54,12.050,10.544,124,74.000,135.000,263.000,0.131,9.056,4.718,0.685,humo
242.945,116.597,19.255,7.282,7.859,3.014,4.734,4.896,3.623,2,68,80,44,11.984,11.891,126,33.000,49.000,238.000,0.121,6.783,5.341,0.478,humo
230.225,102.504,16.432,11.548,10.479,3.075,5.415,5.263,3.645,1,110,94,62,11.400,10.133,117,53.000,43.000,176.000,0.170,3.774,7.809,0.551,humo
198.769,135.423,63.875,58.541,83.683,73.277,6.505,7.463,7.077,2,438,498,510,4.532,1.456,110,13.000,3.000,4.000,0.881,2.557,2.576,4.165,fuego
246.706,186.082,77.768,20.491,58.707,63.111,4.170,6.727,7.294,2,378,490,510,2.376,2.939,162,19.000,6.000,2.000,0.801,3.087,0.317,0.401,fuego
166.791,125.442,77.769,93.137,103.693,84.274,6.696,6.851,7.153,2,510,510,510,34.455,1.553,125,9.000,17.000,13.000,0.992,5.839,3.082,1.096,fuego
46.230,15.370,8.319,35.955,17.641,12.043,6.393,4.964,4.469,0,500,510,234,88.071,5.116,16,3.000,15.000,38.000,0.980,11.255,5.278,3.643,nada
114.787,45.922,17.807,76.245,45.841,19.620,7.615,6.736,5.496,0,494,494,290,39.857,2.315,29,2.000,4.000,30.000,0.952,0.778,2.625,1.035,nada
247.031,138.777,33.547,13.764,22.618,11.091,4.360,6.378,5.438,2,348,456,208,4.627,6.941,141,22.000,2.000,18.000,0.733,0.749,4.634,7.659,humo
252.029,167.777,47.125,3.157,37.364,23.441,3.204,6.779,6.088,2,124,298,266,8.478,10.000,148,87.000,26.000,50.000,0.363,0.036,35.438,51.826,fuego
253.202,139.221,27.444,2.152,8.935,4.891,2.586,5.073,4.243,2,30,96,60,13.021,16.105,140,439.000,89.000,181.000,0.106,2.396,10.919,4.581,humo
253.773,134.921,24.526,1.348,7.537,2.951,2.168,4.782,3.501,2,18,102,78,19.978,22.832,137,884.000,150.000,340.000,0.117,0.225,3.101,0.819,humo
250.534,135.998,28.244,4.959,25.841,14.192,3.670,5.954,4.818,2,46,302,174,13.493,14.942,135,214.000,41.000,158.000,0.266,2.628,146.015,339.150,fuego
114.996,47.773,15.117,63.496,52.657,29.083,7.572,6.618,5.032,1,476,510,494,18.519,2.193,35,2.000,3.000,22.000,0.938,0.454,0.496,0.484,fuego
217.912,164.971,101.164,51.326,83.058,90.488,6.040,7.208,7.363,2,452,510,510,3.142,395.500,179,13.000,6.000,7.000,0.917,0.058,0.135,0.134,fuego
152.613,94.924,49.909,84.480,88.938,59.832,7.371,7.435,6.780,2,510,510,510,19.667,1.494,49,8.000,9.000,10.000,0.992,0.559,0.026,0.025,fuego
89.656,37.689,18.133,72.317,48.408,24.133,7.407,6.362,5.436,0,510,510,306,59.071,3.432,18,2.000,5.000,27.000,0.991,0.100,0.102,0.259,fuego
137.407,69.364,28.875,81.191,68.128,31.749,7.590,7.322,6.092,1,494,510,506,26.267,1.642,38,6.000,2.000,20.000,0.961,1.210,6.184,2.128,fuego
