@relation incendios

@attribute 'mediasR' numeric
@attribute 'mediasG' numeric
@attribute 'mediasB' numeric
@attribute 'desvStdR' numeric
@attribute 'desvStdG' numeric
@attribute 'desvStdB' numeric
@attribute 'entropiasR' numeric
@attribute 'entropiasG' numeric
@attribute 'entropiasB' numeric
@attribute 'modaBN' numeric
@attribute 'rangosContrasteR' numeric
@attribute 'rangosContrasteG' numeric
@attribute 'rangosContrasteB' numeric
@attribute 'pendienteOscuridad' numeric
@attribute 'pendienteBrillo' numeric
@attribute 'brilloLimpia' numeric
@attribute 'coeficientesCorrelacionR' numeric
@attribute 'coeficientesCorrelacionG' numeric
@attribute 'coeficientesCorrelacionB' numeric
@attribute 'factorContraste' numeric
@attribute 'anisotropiasR' numeric
@attribute 'anisotropiasG' numeric
@attribute 'anisotropiasB' numeric


@attribute 'class' {nada,humo,fuego}
@data
155.239,33.466,0.862,55.051,22.298,1.200,6.887,5.880,1.848,1,366,240,36,40.974,7.398,47,16.000,156.000,1286.000,0.660,0.372,0.052,0.033,humo
246.212,91.580,1.351,18.169,35.682,4.783,3.179,6.946,1.735,1,154,316,94,15.700,13.956,116,229.000,11.000,440.000,0.394,0.168,0.226,0.988,humo
249.592,95.102,2.438,10.374,41.110,8.053,3.145,7.091,2.078,1,112,326,120,9.810,9.581,116,304.000,5.000,315.000,0.369,0.070,0.130,0.325,humo
225.148,69.622,0.852,34.574,32.713,1.220,5.098,6.907,1.841,1,254,294,24,10.117,8.993,111,81.000,19.000,1539.000,0.503,0.135,0.159,0.021,humo
244.693,87.230,1.870,16.628,27.174,4.479,3.808,6.674,2.462,1,134,292,116,16.527,12.944,113,211.000,11.000,308.000,0.376,0.017,0.331,2.164,humo
63.418,11.030,2.465,37.926,8.833,2.780,6.957,4.879,2.981,0,418,140,44,3061.000,12.839,25,9.000,48.000,538.000,1.000,0.100,0.089,0.031,humo
122.602,25.677,1.704,65.814,19.795,2.238,7.571,5.886,2.545,1,510,178,46,1773.000,7.472,43,28.000,20.000,896.000,1.000,0.101,0.022,0.198,humo
217.750,107.077,8.085,73.495,59.162,29.071,4.126,7.440,3.166,2,510,510,510,15.972,21.073,121,64.000,29.000,246.000,1.000,1.017,0.140,0.459,humo
211.946,111.084,7.046,78.194,61.937,16.614,3.857,7.257,3.439,2,510,510,510,14.159,18.709,129,69.000,17.000,260.000,1.000,1.775,0.040,0.425,humo
186.334,70.179,2.375,95.441,46.710,11.985,4.997,7.069,2.301,1,510,510,510,10.042,9.630,110,139.000,7.000,476.000,1.000,0.677,0.223,0.267,fuego
205.068,84.560,10.166,78.360,61.098,33.644,5.041,7.570,3.269,1,510,510,510,8.853,7.568,111,166.000,2.000,69.000,1.000,0.492,0.395,0.483,fuego
229.011,139.267,32.371,50.302,70.447,69.406,4.251,7.168,4.326,2,456,510,510,39.069,51.500,145,71.000,45.000,79.000,0.931,0.611,0.258,0.478,fuego
231.796,130.911,20.158,46.784,68.082,52.594,3.987,7.550,4.103,2,434,510,510,20.428,26.927,134,75.000,9.000,138.000,0.895,1.523,0.008,0.399,fuego
207.422,104.150,9.908,67.238,63.391,18.898,5.099,7.455,4.083,2,498,510,510,9.603,10.145,126,52.000,5.000,157.000,0.977,1.232,0.871,3.189,fuego
220.738,125.606,16.652,57.794,68.394,30.035,4.714,7.572,4.669,2,510,510,510,10.172,13.400,129,54.000,15.000,114.000,0.992,0.058,0.003,0.150,fuego
7.975,16.065,18.590,2.534,1.579,1.193,3.289,2.623,2.224,0,28,16,12,54.538,2.930,14,78.000,102.000,246.000,0.259,0.250,0.034,0.076,nada
9.802,17.418,19.815,2.116,1.827,1.225,3.101,2.872,2.323,0,24,20,14,35.375,2.368,16,68.000,79.000,165.000,0.267,0.269,0.155,0.052,nada
11.031,19.312,21.517,1.918,2.940,3.241,2.743,3.025,2.656,0,22,38,44,59.750,4.000,16,177.000,101.000,35.000,0.349,0.187,0.137,0.037,nada
40.703,52.119,54.191,14.331,13.601,12.361,5.377,5.307,5.200,1,110,110,104,2.203,0.663,57,12.000,13.000,3.000,0.639,0.477,0.472,0.467,humo
64.126,69.921,71.357,3.875,3.377,3.706,3.953,3.763,3.805,1,44,40,40,3.362,1.247,68,24.000,22.000,55.000,0.130,0.070,0.252,0.064,humo
52.733,52.137,52.934,15.574,14.040,13.739,5.565,5.465,5.480,1,104,96,98,1.153,0.454,58,1.000,1.000,22.000,0.485,0.029,0.014,0.046,humo
28.753,32.234,34.397,5.990,3.387,3.313,4.472,3.733,3.724,0,74,36,34,8.000,1.189,32,19.000,23.000,26.000,0.323,0.157,0.075,0.015,humo
16.172,24.048,27.210,4.979,4.081,4.164,4.174,3.779,3.789,0,48,36,30,12.762,1.145,21,45.000,49.000,21.000,0.348,0.237,0.287,0.260,nada
14.869,23.696,25.644,3.696,2.469,2.070,3.713,3.262,2.980,0,38,26,22,27.333,2.453,21,52.000,67.000,66.000,0.261,0.035,0.038,0.015,nada
20.753,27.097,28.733,3.128,2.054,2.087,3.455,2.945,2.971,0,26,18,18,17.296,2.048,25,74.000,230.000,58.000,0.176,0.013,0.331,0.308,nada
8.288,15.526,18.198,1.844,1.383,1.004,2.910,2.486,2.018,0,28,14,12,48.643,2.826,14,53.000,157.000,296.000,0.259,0.243,0.132,0.250,nada
9.481,16.690,19.319,1.679,1.113,0.884,2.639,2.151,1.803,0,20,14,10,89.200,5.575,15,109.000,185.000,519.000,0.200,0.394,0.334,0.086,nada
10.300,18.965,21.913,4.343,5.418,5.407,3.494,3.234,2.827,0,52,54,56,55.800,3.488,15,16.000,19.000,24.000,0.480,0.063,0.255,0.264,nada
41.458,50.727,51.743,8.841,7.093,6.290,4.909,4.756,4.537,1,102,94,88,5.082,1.209,49,7.000,5.000,8.000,0.595,0.424,0.297,0.236,humo
63.249,69.011,68.923,6.553,5.975,6.076,4.545,4.422,4.426,1,68,62,64,2.667,0.875,67,24.000,14.000,12.000,0.260,0.248,0.284,0.259,humo
63.184,54.211,53.322,13.998,9.355,10.204,5.456,5.065,5.157,1,230,92,106,2.740,0.668,55,4.000,3.000,4.000,0.480,0.390,0.395,0.148,humo
95.676,49.704,36.947,69.575,39.119,19.135,7.504,6.004,5.364,1,484,474,390,2.200,0.293,34,0.000,13.000,6.000,0.843,0.337,0.156,0.477,fuego
15.139,22.275,25.819,4.344,2.990,2.732,4.001,3.481,3.428,0,60,28,28,14.000,1.256,21,20.000,33.000,34.000,0.364,0.145,0.113,0.450,nada
13.375,24.321,28.350,1.915,1.690,2.390,2.922,2.683,3.147,0,28,22,26,24.182,2.283,21,82.000,94.000,69.000,0.244,0.105,0.917,0.387,nada
16.756,27.739,30.609,2.925,2.065,1.801,3.399,2.987,2.835,0,30,22,28,23.375,2.429,24,27.000,93.000,81.000,0.174,0.028,0.015,0.397,nada
8.516,15.018,17.840,1.639,1.106,0.874,2.706,2.158,1.836,0,22,12,8,69.714,4.050,14,84.000,238.000,437.000,0.111,0.218,0.268,0.102,nada
10.169,15.848,18.693,1.485,1.044,0.966,2.518,2.025,1.962,0,18,10,10,66.714,3.876,14,128.000,192.000,242.000,0.133,0.401,0.350,0.271,nada
14.165,22.158,25.147,6.210,7.837,7.905,4.003,3.572,3.619,0,56,60,58,30.938,2.071,16,53.000,29.000,32.000,0.500,0.434,0.389,0.382,humo
40.416,47.301,48.402,7.211,6.890,6.000,4.787,4.773,4.558,1,66,76,66,3.120,0.761,45,5.000,6.000,10.000,0.362,0.342,0.385,0.685,humo
66.544,69.842,70.781,6.962,7.317,7.220,4.477,4.555,4.454,1,56,66,62,2.556,1.005,72,10.000,17.000,9.000,0.217,0.307,0.428,0.404,humo
66.310,58.740,59.379,13.879,9.611,9.947,5.286,5.087,5.144,1,292,148,142,2.375,0.668,59,3.000,6.000,2.000,0.560,0.203,0.399,0.280,humo
24.540,24.914,26.207,28.359,14.674,10.663,4.806,3.557,3.692,0,468,392,288,24.950,2.123,20,10.000,34.000,23.000,0.894,0.141,0.105,0.022,nada
12.758,22.721,27.149,1.947,2.046,3.041,2.948,2.968,3.363,0,26,22,24,31.421,2.530,20,89.000,118.000,32.000,0.220,0.121,0.187,0.045,nada
14.644,27.649,33.036,2.420,2.821,3.129,3.200,3.404,3.538,0,24,32,36,14.815,1.754,25,89.000,97.000,28.000,0.304,0.236,0.124,0.131,nada
15.609,28.021,33.495,3.711,3.764,4.473,3.757,3.759,3.888,0,34,40,46,10.607,1.308,26,24.000,22.000,20.000,0.360,0.225,0.250,0.372,nada
9.034,14.527,17.432,1.320,1.309,1.125,2.386,2.367,2.105,0,12,14,10,56.769,3.050,13,187.000,118.000,233.000,0.185,0.270,0.128,0.333,nada
9.368,15.841,18.823,1.865,1.586,1.351,2.914,2.628,2.364,0,20,16,16,45.000,2.614,14,82.000,76.000,257.000,0.226,0.421,0.190,0.134,nada
14.590,21.569,25.194,5.652,6.362,6.046,3.922,3.688,3.555,0,42,38,42,50.467,3.154,15,58.000,20.000,33.000,0.409,0.445,0.425,0.365,nada
6.411,16.930,17.641,13.315,16.555,16.453,3.829,4.531,4.569,0,436,478,484,40.500,1.739,11,26.000,14.000,15.000,1.000,0.450,0.450,0.485,nada
13.725,33.241,33.393,21.944,26.813,26.744,5.026,5.824,5.785,0,426,510,508,10.556,0.802,17,5.000,2.000,2.000,0.992,0.131,0.299,0.289,nada
14.872,37.717,38.125,17.768,23.618,23.596,5.267,6.261,6.275,0,364,444,444,6.357,0.415,22,6.000,1.000,1.000,1.000,0.226,0.233,0.271,nada
13.933,37.407,37.357,14.992,19.009,18.830,5.174,6.050,6.027,0,322,382,382,5.000,0.500,25,7.000,1.000,1.000,1.000,0.316,0.318,0.324,nada
17.358,41.947,42.322,18.552,23.097,22.977,5.432,6.349,6.331,0,336,388,386,4.588,0.366,27,7.000,1.000,2.000,1.000,0.341,0.035,0.002,nada
24.795,59.067,59.268,23.588,33.694,33.280,5.901,6.955,6.930,1,418,476,468,2.333,0.224,38,5.000,0.000,0.000,1.000,0.196,0.255,0.256,nada
29.229,66.240,66.211,28.355,35.437,35.396,6.135,7.007,7.009,1,386,474,472,1.108,0.252,43,3.000,1.000,0.000,1.000,0.249,0.315,0.329,nada
33.875,66.041,65.552,40.918,44.699,44.698,6.299,7.083,7.067,1,450,510,510,0.933,0.267,37,3.000,0.000,0.000,1.000,0.256,0.353,0.351,nada
16.242,33.187,33.815,28.039,34.259,34.085,5.180,6.173,6.196,0,426,510,502,17.000,0.715,13,7.000,1.000,2.000,1.000,0.124,0.134,0.151,nada
6.135,15.086,15.788,9.681,10.837,10.626,4.031,4.860,4.802,0,252,280,286,26.111,1.041,10,18.000,7.000,6.000,1.000,0.226,0.037,0.059,nada
6.957,19.418,19.820,9.947,16.114,16.412,3.955,4.893,4.957,0,188,292,294,23.083,1.214,12,22.000,7.000,6.000,1.000,0.385,0.465,0.468,nada
10.784,31.068,31.416,11.664,17.506,17.002,4.795,5.552,5.552,0,286,340,338,14.067,0.879,17,5.000,17.000,12.000,0.953,0.276,0.370,0.362,nada
13.568,38.102,38.172,12.224,14.951,14.782,5.084,5.665,5.649,0,274,330,324,5.875,0.610,26,4.000,4.000,5.000,0.951,0.314,0.377,0.384,nada
16.731,44.877,45.297,15.244,17.812,17.679,5.355,5.976,5.963,0,338,388,386,3.344,0.480,32,5.000,2.000,3.000,0.949,0.225,0.278,0.282,nada
14.849,42.271,42.319,11.731,15.114,15.103,5.172,5.827,5.836,0,236,304,300,4.440,0.483,32,5.000,2.000,2.000,0.959,0.114,0.251,0.283,nada
17.442,49.154,49.396,13.407,18.501,18.662,5.396,6.076,6.094,1,364,434,434,2.853,0.439,35,3.000,2.000,2.000,0.972,0.371,0.400,0.395,nada
15.004,41.020,41.080,14.304,17.695,17.769,5.273,5.960,5.970,0,292,360,358,3.655,0.469,28,5.000,3.000,3.000,0.966,0.270,0.170,0.233,nada
11.181,28.884,29.053,16.678,22.404,22.204,4.828,5.820,5.791,0,374,448,450,15.500,0.633,15,11.000,1.000,8.000,0.991,0.147,0.222,0.189,nada
4.457,13.251,13.628,6.076,7.136,7.122,3.653,4.362,4.337,0,202,220,220,59.429,1.677,8,18.000,9.000,10.000,0.982,0.225,0.239,0.213,nada
4.662,12.135,12.222,7.359,8.234,8.136,3.682,4.342,4.280,0,256,274,270,59.143,1.669,7,18.000,12.000,11.000,0.985,0.290,0.420,0.403,nada
4.610,14.859,14.597,9.025,13.403,13.616,3.512,4.560,4.480,0,400,450,458,73.857,2.242,7,29.000,11.000,56.000,1.000,0.260,0.403,0.416,nada
9.922,26.623,26.876,12.384,17.311,17.454,4.706,5.544,5.598,0,266,302,302,16.077,0.864,14,6.000,2.000,3.000,0.960,0.262,0.337,0.277,nada
13.284,39.117,38.755,12.861,14.405,14.282,4.937,5.402,5.374,0,360,396,402,6.036,0.744,27,5.000,5.000,5.000,0.951,0.188,0.256,0.223,nada
16.830,49.024,48.909,11.466,12.954,12.832,5.238,5.558,5.539,1,220,256,254,3.583,0.589,36,4.000,4.000,4.000,0.871,0.310,0.323,0.312,nada
14.312,43.639,43.625,8.912,10.557,10.447,4.886,5.229,5.214,0,262,298,300,6.033,0.804,33,5.000,5.000,6.000,0.888,0.025,0.215,0.176,nada
14.820,42.773,42.411,11.678,13.519,13.459,5.072,5.509,5.483,0,294,338,338,4.531,0.650,31,4.000,4.000,5.000,0.910,0.010,0.046,0.036,nada
10.224,28.095,27.703,11.195,12.964,12.556,4.724,5.359,5.278,0,230,282,276,9.294,0.664,19,8.000,3.000,2.000,0.970,0.052,0.102,0.114,nada
6.116,17.386,17.926,8.705,9.861,9.707,4.018,4.661,4.632,0,360,386,382,32.444,1.187,11,14.000,7.000,7.000,0.979,0.314,0.196,0.222,nada
2.854,10.129,9.957,3.166,3.715,3.638,3.011,3.631,3.466,0,116,122,122,108.000,2.602,7,28.000,21.000,29.000,0.968,0.341,0.393,0.378,nada
2.597,7.399,8.270,1.768,2.194,1.905,2.635,2.919,2.708,0,44,60,56,152.333,3.671,6,74.000,68.000,44.000,0.929,0.426,0.459,0.458,nada
3.229,9.975,10.348,2.375,4.853,4.715,3.035,4.103,3.957,0,36,64,60,91.500,2.494,7,61.000,14.000,24.000,1.000,0.429,0.479,0.494,nada
3.827,12.907,12.466,4.883,8.047,8.439,3.240,3.748,3.657,0,84,130,136,139.000,3.923,7,27.000,79.000,14.000,0.933,0.368,0.431,0.446,nada
9.068,27.643,27.504,8.588,12.228,12.253,4.394,5.007,4.975,0,186,244,252,17.235,1.231,18,9.000,14.000,13.000,0.966,0.463,0.483,0.477,nada
22.505,63.665,63.656,15.315,23.102,23.349,5.651,6.400,6.430,1,334,358,352,1.067,0.328,49,2.000,1.000,0.000,0.888,0.236,0.265,0.258,nada
22.631,67.271,67.204,8.379,14.615,14.781,5.056,5.777,5.771,1,134,182,180,2.234,0.505,50,5.000,2.000,2.000,0.699,0.139,0.246,0.268,nada
14.354,43.465,43.267,10.508,14.448,14.278,4.928,5.688,5.685,0,362,394,390,3.750,0.538,32,6.000,3.000,2.000,0.950,0.382,0.425,0.427,nada
7.421,22.410,22.498,7.157,8.300,8.169,4.010,4.580,4.517,0,342,368,366,18.500,1.238,16,15.000,10.000,10.000,0.978,0.309,0.278,0.319,nada
4.571,14.474,15.088,3.509,4.218,4.187,3.472,3.912,3.913,0,166,180,180,35.636,1.607,11,37.000,25.000,31.000,0.957,0.176,0.143,0.138,nada
2.600,9.205,9.066,2.435,2.940,2.603,2.762,3.286,2.971,0,160,172,172,126.000,3.036,6,72.000,40.000,132.000,0.977,0.219,0.059,0.022,nada
2.141,6.369,7.512,1.323,1.427,1.399,2.366,2.509,2.486,0,28,32,32,196.800,3.936,5,117.000,111.000,101.000,0.889,0.362,0.351,0.348,nada
1.693,6.615,7.364,1.480,3.218,2.924,2.430,3.648,3.414,0,16,36,38,140.000,2.554,5,94.000,36.000,48.000,1.000,0.475,0.490,0.484,nada
2.192,7.311,7.795,1.781,2.185,1.834,2.364,2.769,2.278,0,98,116,110,187.333,4.518,6,77.000,101.000,112.000,1.000,0.464,0.448,0.419,nada
4.306,15.295,15.426,3.195,5.083,5.427,3.433,4.108,4.226,0,58,88,94,44.286,1.250,11,22.000,51.000,20.000,0.952,0.401,0.445,0.450,nada
16.087,49.027,48.692,10.647,24.563,24.193,5.238,6.219,6.196,1,130,218,214,5.706,0.408,40,3.000,3.000,5.000,0.903,0.452,0.476,0.470,nada
18.106,55.935,55.558,6.334,12.835,12.809,4.592,5.602,5.610,1,108,136,142,3.769,0.681,41,15.000,5.000,5.000,0.638,0.444,0.474,0.469,nada
14.035,43.453,43.187,7.044,11.456,11.510,4.658,5.481,5.494,0,208,246,250,3.622,0.615,33,7.000,3.000,4.000,0.922,0.312,0.400,0.424,nada
6.974,21.146,21.156,6.691,8.173,7.974,3.730,4.409,4.314,0,352,368,368,28.000,1.627,15,18.000,22.000,24.000,0.978,0.045,0.210,0.194,nada
4.311,13.835,14.452,3.166,3.679,3.711,3.307,3.707,3.731,0,86,96,98,42.700,1.743,10,37.000,27.000,36.000,0.922,1.056,0.204,0.505,nada
2.338,9.035,8.855,3.751,4.160,3.922,2.650,3.359,3.046,0,258,268,266,155.167,3.739,6,68.000,90.000,70.000,0.985,0.390,0.433,0.426,nada
1.787,5.663,6.951,1.307,1.278,1.397,2.303,2.319,2.489,0,20,26,26,247.500,3.944,5,109.000,257.000,198.000,0.857,0.338,0.341,0.329,nada
1.526,5.004,4.904,1.472,3.232,3.368,2.330,3.097,3.426,0,28,44,42,471.500,3.964,3,123.000,64.000,37.000,1.000,0.470,0.485,0.474,nada
1.529,5.439,6.460,4.114,4.683,4.391,2.238,2.779,2.556,0,248,260,256,288.750,4.614,4,113.000,75.000,105.000,1.000,0.495,0.498,0.497,nada
2.926,9.175,9.794,2.987,3.654,3.712,2.876,3.372,3.264,0,140,148,150,191.833,4.622,6,58.000,49.000,45.000,0.973,0.088,0.316,0.285,nada
7.586,22.748,23.043,8.012,12.525,12.198,4.372,5.347,5.278,0,228,296,292,19.200,0.784,14,9.000,15.000,13.000,0.986,0.229,0.331,0.345,nada
18.333,53.849,54.190,9.665,13.768,13.935,4.950,5.645,5.633,1,208,248,246,3.763,0.659,40,6.000,3.000,3.000,0.842,0.296,0.300,0.325,nada
17.707,47.083,47.286,15.920,20.220,20.265,5.435,6.228,6.220,0,272,336,328,2.833,0.378,34,4.000,1.000,2.000,0.975,0.069,0.057,0.065,nada
14.544,32.858,33.171,21.379,27.446,27.105,5.121,6.042,6.045,0,338,396,398,12.583,0.621,15,7.000,1.000,9.000,0.989,0.074,0.062,0.095,nada
7.508,17.156,18.030,12.963,14.166,14.101,4.233,5.006,4.962,0,406,434,436,30.875,1.020,10,14.000,5.000,5.000,1.000,0.430,0.444,0.464,nada
5.741,12.959,13.441,11.175,12.382,12.357,3.870,4.693,4.619,0,318,340,338,70.000,1.400,6,20.000,7.000,9.000,0.988,0.263,0.229,0.225,nada
2.151,6.149,7.247,5.602,5.985,5.855,2.643,3.268,3.320,0,248,260,256,193.750,3.139,4,54.000,39.000,31.000,1.000,0.285,0.325,0.265,nada
2.195,4.617,4.368,6.326,6.734,7.173,2.533,3.060,3.184,0,256,264,266,513.000,4.372,2,65.000,48.000,44.000,1.000,0.491,0.493,0.494,nada
2.546,5.080,5.782,4.401,5.235,5.426,2.921,3.497,3.574,0,140,148,150,467.500,3.885,2,39.000,26.000,35.000,1.000,0.219,0.309,0.287,nada
5.866,11.691,12.133,9.907,10.814,10.723,3.889,4.798,4.720,0,254,262,264,250.000,1.063,6,23.000,4.000,5.000,1.000,0.111,0.146,0.121,nada
8.604,22.399,22.810,10.611,15.249,15.148,4.529,5.643,5.616,0,266,296,292,17.400,0.710,12,12.000,2.000,2.000,0.986,0.362,0.138,0.187,nada
12.216,36.770,36.841,8.143,15.355,15.305,4.861,5.869,5.860,0,146,214,210,4.000,0.435,26,6.000,3.000,3.000,0.941,0.370,0.083,0.037,nada
12.863,34.975,34.998,12.537,18.456,18.204,5.071,6.066,6.032,0,206,270,270,4.857,0.436,23,6.000,2.000,3.000,0.984,0.366,0.410,0.409,nada
24.707,45.565,45.706,30.874,36.622,36.452,5.779,6.762,6.741,0,410,480,478,5.800,0.363,19,5.000,0.000,0.000,0.991,0.293,0.344,0.343,nada
26.399,41.419,42.185,33.920,37.705,37.223,5.779,6.700,6.619,0,422,486,480,61.000,0.482,16,5.000,0.000,1.000,0.991,0.083,0.111,0.103,nada
16.539,26.051,26.758,27.206,30.884,30.894,4.942,6.043,6.077,0,448,468,470,201.000,0.992,8,11.000,1.000,2.000,1.000,0.168,0.184,0.185,nada
6.919,10.670,11.585,15.172,16.372,16.430,3.928,4.725,4.801,0,336,348,348,254.000,1.516,3,23.000,7.000,7.000,1.000,0.009,0.254,0.332,nada
2.035,3.878,3.295,5.065,5.095,5.510,2.597,3.084,3.158,0,238,240,244,597.000,3.669,2,54.000,64.000,50.000,1.000,0.440,0.426,0.446,nada
4.531,6.983,7.100,10.524,10.942,11.099,3.474,4.105,4.184,0,372,376,374,43.500,1.723,2,32.000,15.000,15.000,1.000,0.300,0.239,0.209,nada
6.584,10.979,11.797,12.431,13.158,13.175,3.983,4.832,4.747,0,374,382,384,254.000,1.402,5,24.000,5.000,8.000,1.000,0.875,0.426,0.356,nada
6.188,18.220,18.560,6.820,10.090,10.212,4.102,5.039,5.077,0,168,186,190,23.700,0.996,11,9.000,5.000,4.000,1.000,0.188,0.217,0.216,nada
8.299,23.620,23.944,8.381,11.400,11.410,4.489,5.245,5.229,0,256,284,280,15.308,0.822,15,9.000,13.000,4.000,0.971,0.190,0.288,0.269,nada
8.627,24.462,25.026,7.078,10.137,9.906,4.494,5.224,5.187,0,206,244,246,13.231,0.711,17,7.000,7.000,3.000,0.967,0.098,0.045,0.104,nada
11.611,28.624,29.480,13.526,20.158,19.743,4.919,5.772,5.756,0,326,376,376,9.059,0.647,17,7.000,2.000,2.000,0.989,0.152,0.331,0.310,nada
15.033,24.517,25.374,24.987,27.643,27.181,4.961,5.925,5.846,0,420,450,444,75.500,0.613,10,12.000,1.000,36.000,1.000,1.032,0.699,0.661,nada
10.967,16.574,17.438,19.113,21.455,21.375,4.546,5.423,5.471,0,388,438,432,232.000,1.417,5,17.000,4.000,4.000,1.000,3.526,1.785,2.029,nada
9.913,14.847,15.693,17.503,19.112,19.123,4.401,5.280,5.295,0,402,426,428,152.000,1.209,5,20.000,4.000,3.000,1.000,0.144,0.008,0.075,nada
4.074,5.760,5.558,8.543,8.789,8.942,3.433,3.871,3.893,0,284,288,286,0.000,1.969,2,40.000,15.000,18.000,1.000,0.458,0.456,0.455,nada
5.149,8.149,8.767,9.686,10.421,10.453,3.654,4.441,4.408,0,290,292,296,279.000,1.929,3,24.000,7.000,14.000,1.000,0.067,0.067,0.102,nada
5.248,9.166,9.976,9.551,10.459,10.302,3.740,4.490,4.401,0,242,244,252,50.600,1.280,4,24.000,8.000,7.000,1.000,0.117,0.166,0.160,nada
3.837,11.140,10.859,5.331,5.796,5.779,3.422,3.989,3.956,0,170,182,180,62.286,1.770,7,23.000,19.000,19.000,1.000,0.328,0.294,0.332,nada
3.827,12.592,13.210,3.159,4.012,4.142,3.361,3.915,3.986,0,122,136,138,45.500,1.474,9,39.000,18.000,27.000,0.971,0.226,0.215,0.102,nada
4.742,14.660,15.402,4.041,5.004,4.846,3.661,4.172,4.143,0,122,138,144,32.636,1.475,11,26.000,15.000,22.000,1.000,0.408,0.046,0.044,nada
4.814,14.906,15.238,5.156,6.389,6.408,3.750,4.402,4.411,0,132,162,160,33.100,1.351,11,21.000,9.000,21.000,0.974,0.179,0.234,0.245,nada
6.891,17.065,18.051,8.359,10.960,10.771,4.244,5.196,5.157,0,222,246,242,25.500,0.826,10,21.000,17.000,4.000,0.983,0.158,0.079,0.127,nada
9.634,16.430,17.045,15.737,17.239,17.311,4.482,5.437,5.437,0,346,362,366,98.000,0.827,7,14.000,2.000,2.000,1.000,0.354,0.393,0.386,nada
11.228,16.568,17.039,18.374,19.643,19.720,4.562,5.431,5.406,0,376,408,408,189.000,1.240,5,17.000,4.000,4.000,1.000,0.048,0.076,0.045,nada
6.032,7.974,8.792,12.727,13.351,13.486,3.822,4.365,4.459,0,302,306,304,124.000,2.004,2,24.000,10.000,15.000,1.000,0.164,0.189,0.180,nada
6.014,8.798,9.750,10.632,11.438,11.345,3.888,4.576,4.566,0,242,252,258,192.000,1.669,4,26.000,6.000,8.000,1.000,0.394,0.397,0.394,nada
5.560,9.825,10.306,9.556,10.263,10.121,3.817,4.585,4.485,0,222,234,234,332.000,1.504,5,23.000,6.000,10.000,1.000,0.100,0.126,0.139,nada
4.175,10.779,11.131,6.527,6.991,7.021,3.508,4.132,4.176,0,220,232,232,40.750,1.377,8,21.000,12.000,14.000,1.000,0.314,0.109,0.297,nada
3.807,12.065,12.970,3.352,3.856,4.101,3.403,3.836,3.952,0,106,122,122,45.000,1.650,9,25.000,33.000,23.000,1.000,0.191,0.242,0.289,nada
4.031,12.691,13.972,3.439,4.168,4.014,3.456,3.964,3.893,0,106,122,122,39.000,1.596,10,27.000,32.000,32.000,1.000,0.109,0.117,0.204,nada
4.206,11.704,12.787,4.582,4.957,4.944,3.546,4.013,3.995,0,150,162,158,43.667,1.602,9,20.000,34.000,21.000,1.000,0.375,0.361,0.374,nada
3.666,10.180,10.549,4.682,5.858,5.816,3.426,4.233,4.204,0,152,164,164,45.857,1.444,7,38.000,17.000,18.000,1.000,0.440,0.457,0.467,nada
4.101,11.328,11.511,5.856,6.811,7.026,3.523,4.235,4.251,0,174,196,200,45.125,1.494,8,25.000,14.000,37.000,1.000,0.296,0.260,0.233,nada
7.684,12.723,13.543,14.988,16.258,16.225,4.129,4.974,5.010,0,262,278,282,191.000,1.098,5,21.000,5.000,5.000,1.000,0.359,0.295,0.300,nada
26.260,25.403,23.337,15.330,15.102,14.300,5.379,5.357,5.259,0,106,104,96,391.000,2.035,32,9.000,9.000,10.000,1.000,0.465,0.465,0.460,nada
2.338,2.107,2.189,3.223,2.969,3.041,2.691,2.589,2.619,0,50,50,50,658.000,7.433,1,89.000,90.000,89.000,1.000,0.478,0.476,0.477,nada
47.550,45.355,41.699,24.847,24.176,22.774,5.872,5.849,5.743,1,158,154,150,3.606,1.296,63,24.000,23.000,20.000,1.000,0.253,0.246,0.223,nada
58.009,55.667,51.819,15.396,14.745,13.965,5.702,5.655,5.581,1,148,150,146,2.897,1.053,62,3.000,3.000,3.000,0.881,0.224,0.215,0.252,nada
29.114,28.114,26.008,10.700,10.700,10.466,5.170,5.170,5.151,0,146,146,138,15.895,1.292,24,16.000,16.000,17.000,1.000,0.296,0.296,0.291,nada
16.706,15.706,13.706,7.240,7.240,7.240,4.563,4.563,4.563,0,102,102,102,34.000,1.975,14,13.000,13.000,13.000,0.895,0.410,0.410,0.410,nada
11.999,10.999,8.999,4.482,4.482,4.482,3.877,3.877,3.877,0,66,66,66,82.444,3.016,9,105.000,105.000,105.000,0.892,0.426,0.426,0.426,nada
7.884,7.401,6.300,5.605,5.255,4.665,4.237,4.132,3.912,0,82,80,76,94.000,2.289,6,16.000,17.000,31.000,1.000,0.264,0.284,0.300,nada
1.897,1.897,1.683,3.516,3.516,3.090,2.402,2.402,2.294,0,58,58,54,405.000,7.909,1,86.000,86.000,92.000,1.000,0.478,0.478,0.477,nada
0.835,0.835,0.835,0.911,0.911,0.911,1.648,1.648,1.648,0,22,22,22,312.000,8.394,1,213.000,213.000,213.000,1.000,0.500,0.500,0.500,nada
36.168,34.198,31.180,23.588,22.303,20.532,5.049,5.004,4.834,1,130,124,114,769.000,3.157,50,12.000,13.000,15.000,1.000,0.478,0.474,0.473,nada
